Quantidade de evadidos por curso e forma de evasão entre 2011 e 2013.,,,,,,,,
,,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
,"13301100 - ADMINISTRAÇÃO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,2,1,3,1,1
,,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,2,0,1,2
,,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,0,2
,,CANCELADO REPROVOU TODAS POR FALTAS,8,2,7,3,12,10
,,CANCELAMENTO DE MATRICULA ,0,1,0,0,0,0
,,CANCELAMENTO P/ SOLICITACAO ALUNO,3,1,6,1,1,5
,,CANCELAMENTO POR ABANDONO,0,12,14,17,5,16
,,GRADUADO,18,25,24,31,30,19
,,TRANSFERIDO PARA OUTRA IES,1,0,0,0,0,0
,,Total:,30,43,54,55,50,55
,"13301200 - ADMINISTRAÇÃO - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,2,4,1,0
,,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,0,0,1
,,CANCELADO REPROVOU TODAS POR FALTAS,8,1,12,5,9,3
,,CANCELAMENTO DE MATRICULA ,0,1,0,0,1,1
,,CANCELAMENTO P/ DECISAO JUDICIAL,0,1,0,0,0,0
,,CANCELAMENTO P/ MUDANCA CURSO,2,1,0,0,0,0
,,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,1,0,0,1
,,CANCELAMENTO POR ABANDONO,5,4,2,7,6,5
,,GRADUADO,6,9,8,10,16,11
,,TRANSFERIDO PARA OUTRA IES,0,0,0,2,0,0
,,Total:,22,18,25,28,33,22
,"31301200 - ADMINISTRAÇÃO - N 
(Sousa)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,0,0,1,0
,,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,0,1,0
,,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,1,2
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"31301200 - ADMINISTRAÇÃO - N 
(Sousa)",CANCELADO REPROVOU TODAS POR FALTAS,2,0,5,7,1,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,0,3,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,2,1,0,6
,CANCELAMENTO POR ABANDONO,2,6,1,11,1,7
,GRADUADO,0,0,0,0,18,4
,GRADUADO - DECISAO JUDICIAL,0,0,0,0,1,0
,Total:,5,7,8,19,27,21
"91402100 - AGRONOMIA - D 
(Pombal)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,5,0,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,2,0,4,9,8,7
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,1,1,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,9,4,7,6,4,3
,CANCELAMENTO P/ DECISAO JUDICIAL,1,0,0,0,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,3,0,0,4
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,0,2,0,2,8
,CANCELAMENTO POR ABANDONO,6,10,9,13,15,20
,FALECIMENTO,0,1,0,0,0,0
,GRADUADO,17,6,15,13,15,14
,TRANSFERIDO PARA OUTRA IES,1,0,0,0,0,0
,Total:,42,23,46,41,44,56
"15101100 - ARQUITETURA E URBANISMO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,0,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,0,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,1,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,2,1,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,1,0,0,1
,CANCELAMENTO POR ABANDONO,0,1,0,2,3,1
,Total:,1,3,4,3,4,4
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"13317100 - ARTE E MÍDIA - D 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,1,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,1,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,3,2,1,2,10,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,0,0,1,1
,CANCELAMENTO POR ABANDONO,4,5,4,4,3,5
,GRADUADO,12,7,8,6,4,4
,Total:,19,14,14,15,18,12
"14102100 - CIÊNCIA DA COMPUTAÇÃO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,9,16,19,8,9,9
,CANCELADO NOVO INGRESSO MESMO CURSO,18,15,24,24,25,24
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,1,3,1,2,2
,CANCELADO REPROVOU TODAS POR FALTAS,7,7,11,18,16,8
,CANCELAMENTO DE MATRICULA ,0,1,0,0,0,0
,CANCELAMENTO P/ DECISAO JUDICIAL,1,0,0,0,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,6,4,7,11,4,9
,CANCELAMENTO POR ABANDONO,10,12,10,17,17,15
,GRADUADO,15,23,35,27,27,15
,Total:,69,79,109,107,101,82
"21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,2,2,1,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,4,2,1,0
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1,0
,CANCELAMENTO P/ MUDANCA CURSO,0,1,0,0,0,0
,CANCELAMENTO POR ABANDONO,0,2,0,3,0,0
,GRADUADO,1,3,6,4,3,5
,Total:,1,8,12,10,7,5
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,2,2,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,2,1,0,0
,CANCELAMENTO POR ABANDONO,0,2,0,3,0,0
,GRADUADO,8,1,5,0,0,5
,Total:,8,4,10,6,0,7
"21103100 - CIÊNCIAS - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,0,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,7,0,0,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,0,0,0,0
,CANCELAMENTO POR ABANDONO,2,2,0,0,0,0
,Total:,14,2,0,0,0,0
"21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,2,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,0,1,1,0
,CANCELAMENTO POR ABANDONO,0,0,0,2,0,0
,GRADUADO,0,4,6,6,2,9
,Total:,0,5,8,9,3,9
"21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,2,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,2,2,0,0
,CANCELAMENTO POR ABANDONO,0,0,0,1,0,1
,GRADUADO,3,6,10,5,5,5
,Total:,3,6,12,10,6,6
"21103200 - CIÊNCIAS - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,0,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,0,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,6,0,0,0,0,0
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"21103200 - CIÊNCIAS - N 
(Cajazeiras)",CANCELAMENTO POR ABANDONO,11,4,0,0,0,0
,Total:,20,5,0,0,0,0
"21103115 - CIÊNCIAS - QUÍMICA (LIC) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,0,0,1,0
,GRADUADO,1,3,4,3,1,3
,Total:,1,4,4,3,2,3
"21103215 - CIÊNCIAS - QUÍMICA (LIC) - N 
(Cajazeiras)",CANCELADO REPROVOU TODAS POR FALTAS,0,0,1,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,1,0,0,1
,CANCELAMENTO POR ABANDONO,0,1,1,1,0,0
,GRADUADO,0,2,0,0,3,0
,TRANSFERIDO PARA OUTRA IES,0,0,1,0,0,0
,Total:,0,3,4,1,3,1
"41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D 
(Patos)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,1,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,0,2
,CANCELADO REPROVOU TODAS POR FALTAS,2,0,1,6,3,3
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,4,3,2,1,2
,CANCELAMENTO POR ABANDONO,2,2,6,1,1,5
,GRADUADO,0,0,0,0,0,3
,TRANSFERIDO PARA OUTRA IES,0,1,0,0,0,0
,Total:,8,8,10,11,5,16
"51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,1,0,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,1,0,1,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,1,1,1,2,1
,CANCELADO REPROVOU TODAS POR FALTAS,4,5,4,2,1,1
,CANCELAMENTO P/ MUDANCA CURSO,1,3,1,1,4,2
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D 
(Cuité)",CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,2,0,0,0
,CANCELAMENTO POR ABANDONO,4,8,2,0,2,4
,GRADUADO,5,11,4,12,16,14
,TRANSFERIDO PARA OUTRA IES,0,0,1,0,0,0
,Total:,18,29,17,16,26,22
"21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M 
(Cajazeiras)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,2,0,6,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,0,5,1,7
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,0,0,2
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,1,2,0,2,1
,CANCELAMENTO POR ABANDONO,0,3,2,3,4,1
,Total:,2,4,6,8,13,11
"41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N 
(Patos)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,0,1,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,1,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,4,0,7,0,13,2
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,0,2,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,1,1,3,2
,CANCELAMENTO POR ABANDONO,0,0,1,9,6,7
,GRADUADO,12,5,16,3,10,7
,Total:,17,6,25,14,35,20
"51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N 
(Cuité)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,1,0,2,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,2,0,1,3
,CANCELADO REPROVOU TODAS POR FALTAS,4,1,2,5,2,2
,CANCELAMENTO P/ MUDANCA CURSO,0,2,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,1,0,0,1,2
,CANCELAMENTO POR ABANDONO,3,7,3,7,0,7
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N 
(Cuité)",GRADUADO,0,3,4,10,8,11
,Total:,9,14,12,22,15,26
"31360200 - CIÊNCIAS CONTÁBEIS - N 
(Sousa)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,5,3,0,1,1
,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,1,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,5,3,7,5,16,3
,CANCELAMENTO DE MATRICULA ,0,0,0,1,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,1,0,1,4
,CANCELAMENTO POR ABANDONO,5,1,10,12,9,11
,GRADUADO,22,44,7,35,19,27
,TRANSFERIDO PARA OUTRA IES,1,0,0,0,0,0
,Total:,34,53,28,54,47,50
"13304100 - CIÊNCIAS ECONÔMICAS - M 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,0,2,1,5
,CANCELADO NOVO INGRESSO MESMO CURSO,1,0,2,0,3,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,3,3,6,4,7,10
,CANCELAMENTO DE MATRICULA ,0,2,0,0,0,0
,CANCELAMENTO P/ MUDANCA CURSO,5,7,2,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,9,0,4,0,0,1
,CANCELAMENTO POR ABANDONO,6,12,4,7,2,5
,GRADUADO,15,3,8,9,11,10
,SUSPENSAO TEMPORARIA,0,0,1,0,0,0
,TRANSFERIDO PARA OUTRA IES,0,0,1,0,0,0
,Total:,41,28,28,22,25,34
"13304200 - CIÊNCIAS ECONÔMICAS - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,2,1,1,3,4
,CANCELADO NOVO INGRESSO MESMO CURSO,0,1,0,1,0,0
,,2011.1,2011.2,2012.1,2012.2,2013.1,2013.2
"13304200 - CIÊNCIAS ECONÔMICAS - N 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,11,0,12,1,14,8
,CANCELAMENTO DE MATRICULA ,0,1,0,0,0,0
