Quantidade de evadidos por curso e forma de evasão entre 2014 e 2016.,,,,,,,,
,,,2014.1,2014.2,2015.1,2015.2,2016.1,2016.2
,"13301100 - ADMINISTRAÇÃO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,0,8,5,0,3
,,CANCELADO NOVO INGRESSO MESMO CURSO,2,1,2,0,0,0
,,CANCELADO NOVO INGRESSO OUTRO CURSO,0,3,1,2,2,2
,,CANCELADO REPROVOU TODAS POR FALTAS,10,11,14,13,16,5
,,CANCELAMENTO DE MATRICULA ,1,0,0,0,0,1
,,CANCELAMENTO P/ SOLICITACAO ALUNO,2,5,3,3,2,1
,,CANCELAMENTO POR ABANDONO,8,5,6,9,4,7
,,GRADUADO,27,20,29,23,24,13
,,Total:,54,45,63,55,48,32
,"13301200 - ADMINISTRAÇÃO - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,5,3,1,3,0
,,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,1,0,4
,,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,1,0,1
,,CANCELADO REPROVOU TODAS POR FALTAS,8,3,11,4,15,2
,,CANCELAMENTO DE MATRICULA ,1,0,0,0,0,1
,,CANCELAMENTO P/ SOLICITACAO ALUNO,0,2,0,3,0,1
,,CANCELAMENTO POR ABANDONO,7,3,14,3,5,4
,,GRADUADO,14,9,8,5,13,8
,,Total:,32,22,36,18,36,21
,"31301200 - ADMINISTRAÇÃO - N 
(Sousa)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,3,0,0
,,CANCELADO NOVO INGRESSO MESMO CURSO,1,0,0,0,2,0
,,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,4,1,1
,,CANCELADO REPROVOU TODAS POR FALTAS,4,7,1,6,3,7
,,CANCELAMENTO DE MATRICULA ,0,0,0,0,0,3
,,CANCELAMENTO P/ MUDANCA CURSO,0,2,1,1,0,0
,,2014.1,2014.2,2015.1,2015.2,2016.1,2016.2
"31301200 - ADMINISTRAÇÃO - N 
(Sousa)",CANCELAMENTO P/ SOLICITACAO ALUNO,4,0,6,2,5,1
,CANCELAMENTO POR ABANDONO,3,4,4,5,3,9
,GRADUADO,19,10,18,7,20,14
,Total:,31,24,31,28,34,35
"91402100 - AGRONOMIA - D 
(Pombal)",CANCELADO 3 REPROV MESMA DISCIPLINA,3,3,8,3,3,2
,CANCELADO NOVO INGRESSO MESMO CURSO,11,9,15,14,13,10
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,2,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,4,4,6,11,8,0
,CANCELAMENTO DE MATRICULA ,1,0,0,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,1,9,8,5,3
,CANCELAMENTO POR ABANDONO,10,13,11,7,14,12
,GRADUADO,9,16,16,25,17,25
,Total:,40,48,65,68,60,53
"15101100 - ARQUITETURA E URBANISMO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,3,1,1,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,2,0,4
,CANCELADO REPROVOU TODAS POR FALTAS,4,0,1,2,7,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,0,2,2,2
,CANCELAMENTO POR ABANDONO,0,1,4,1,4,0
,GRADUADO,0,0,3,5,15,12
,Total:,4,5,10,13,28,18
"13317100 - ARTE E MÍDIA - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,2,1,1,0
,CANCELADO NOVO INGRESSO MESMO CURSO,0,1,0,1,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,3,2,2,7,2
,CANCELAMENTO DE MATRICULA ,0,1,0,1,0,0
,,2014.1,2014.2,2015.1,2015.2,2016.1,2016.2
"13317100 - ARTE E MÍDIA - D 
(Campina Grande)",CANCELAMENTO P/ DECISAO JUDICIAL,0,0,0,1,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,1,0,0,0
,CANCELAMENTO POR ABANDONO,1,2,9,2,3,5
,GRADUADO,8,7,7,10,14,6
,Total:,13,15,21,19,26,13
"14102100 - CIÊNCIA DA COMPUTAÇÃO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,20,20,30,16,26,20
,CANCELADO NOVO INGRESSO MESMO CURSO,17,12,16,10,14,27
,CANCELADO NOVO INGRESSO OUTRO CURSO,4,3,3,3,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,19,18,11,18,7,11
,CANCELAMENTO P/ SOLICITACAO ALUNO,7,11,11,11,1,7
,CANCELAMENTO POR ABANDONO,14,15,16,19,14,13
,GRADUADO,15,22,35,24,39,34
,Total:,96,101,122,101,103,112
"21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,1,0,0,0,0
,GRADUADO,5,3,1,0,0,0
,Total:,6,4,1,0,0,0
"21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N 
(Cajazeiras)",GRADUADO,5,3,4,1,0,0
,Total:,5,3,4,1,0,0
"21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M 
(Cajazeiras)",CANCELADO REPROVOU TODAS POR FALTAS,1,1,0,0,0,0
,GRADUADO,3,0,0,0,0,0
,Total:,4,1,0,0,0,0
"21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N 
(Cajazeiras)",GRADUADO,4,2,7,2,0,0
,Total:,4,2,7,2,0,0
,,2014.1,2014.2,2015.1,2015.2,2016.1,2016.2
"21103115 - CIÊNCIAS - QUÍMICA (LIC) - M 
(Cajazeiras)",CANCELADO REPROVOU TODAS POR FALTAS,1,0,0,0,0,0
,GRADUADO,0,3,1,1,0,0
,Total:,1,3,1,1,0,0
"21103215 - CIÊNCIAS - QUÍMICA (LIC) - N 
(Cajazeiras)",GRADUADO,1,6,3,0,0,0
,Total:,1,6,3,0,0,0
"41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D 
(Patos)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,2,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,0,1
