Quantidade de evadidos por curso e forma de evasão entre 2005 e 2007.,,,,,,,,
,,,2005.1,2005.2,2006.1,2006.2,2007.1,2007.2
,"13301152 - ADMINISTRAÇÃO (EMPRESA) - D 
(Campina Grande)",GRADUADO,15,21,18,22,19,22
,,GRADUADO - DECISAO JUDICIAL,0,0,0,0,1,0
,,Total:,15,21,18,22,20,22
,"13301252 - ADMINISTRAÇÃO (EMPRESA) - N 
(Campina Grande)",GRADUADO,14,8,13,4,11,13
,,Total:,14,8,13,4,11,13
,"13301151 - ADMINISTRAÇÃO (PÚBLICA) - D 
(Campina Grande)",GRADUADO,1,0,2,4,0,2
,,Total:,1,0,2,4,0,2
,"13301251 - ADMINISTRAÇÃO (PÚBLICA) - N 
(Campina Grande)",GRADUADO,0,1,0,0,0,0
,,Total:,0,1,0,0,0,0
,"13301100 - ADMINISTRAÇÃO - D 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,2,1,3,0,0,0
,,CANCELAMENTO DE MATRICULA ,1,5,3,3,1,2
,,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,2,0,2
,,CANCELAMENTO POR ABANDONO,19,28,31,32,32,28
,,TRANSFERIDO PARA OUTRA IES,1,1,0,0,1,0
,,Total:,23,35,37,37,34,32
,"13301200 - ADMINISTRAÇÃO - N 
(Campina Grande)",CANCELAMENTO DE MATRICULA ,0,0,2,2,2,1
,,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,0,0,0,0
,,CANCELAMENTO POR ABANDONO,11,14,14,11,10,8
,,TRANSFERIDO PARA OUTRA IES,1,0,0,0,1,0
,,Total:,12,15,16,13,13,9
,"91402100 - AGRONOMIA - D 
(Pombal)",CANCELAMENTO POR ABANDONO,0,0,0,0,0,7
,,FALECIMENTO,0,0,0,0,1,0
,,Total:,0,0,0,0,1,7
,,2005.1,2005.2,2006.1,2006.2,2007.1,2007.2
"13317100 - ARTE E MÍDIA - D 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,1,0,0
,CANCELAMENTO DE MATRICULA ,0,0,0,0,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,0,0,0,1
,CANCELAMENTO POR ABANDONO,8,7,4,8,4,10
,GRADUADO,14,13,8,5,9,5
,TRANSFERIDO PARA OUTRA IES,1,0,0,1,0,0
,Total:,23,21,13,15,13,17
"14102100 - CIÊNCIA DA COMPUTAÇÃO - D 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,2,3,4,1,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,2,2,0,2,0
,CANCELAMENTO DE MATRICULA ,0,0,4,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,0,0,0,3
,CANCELAMENTO POR ABANDONO,11,17,8,18,13,14
,GRADUADO,26,17,26,18,21,17
,TRANSFERIDO PARA OUTRA IES,1,1,0,1,0,0
,Total:,41,41,44,38,36,36
"21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M 
(Cajazeiras)",GRADUADO,4,2,2,4,3,12
,Total:,4,2,2,4,3,12
"21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N 
(Cajazeiras)",GRADUADO,0,4,8,4,8,5
,Total:,0,4,8,4,8,5
"21103114 - CIÊNCIAS - FÍSICA (LIC) - M 
(Cajazeiras)",GRADUADO,0,1,1,0,1,1
,Total:,0,1,1,0,1,1
"21103100 - CIÊNCIAS - M 
(Cajazeiras)",CANCELADO NOVO INGRESSO MESMO CURSO,1,1,2,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,3,1,0
,CANCELAMENTO DE MATRICULA ,1,0,5,0,2,2
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0,0
,CANCELAMENTO POR ABANDONO,8,8,13,7,7,9
,,2005.1,2005.2,2006.1,2006.2,2007.1,2007.2
"21103100 - CIÊNCIAS - M 
(Cajazeiras)",TRANSFERIDO PARA OUTRA IES,1,0,0,0,0,0
,Total:,11,9,20,11,10,12
"21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M 
(Cajazeiras)",GRADUADO,2,1,6,2,7,3
,Total:,2,1,6,2,7,3
"21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N 
(Cajazeiras)",GRADUADO,0,4,1,3,1,4
,Total:,0,4,1,3,1,4
"21103200 - CIÊNCIAS - N 
(Cajazeiras)",CANCELADO NOVO INGRESSO MESMO CURSO,0,2,0,2,0,4
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,0,0,0,1,4
,CANCELAMENTO DE MATRICULA ,0,0,0,1,2,2
,CANCELAMENTO P/ MUDANCA CURSO,1,0,0,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,0,0,0,0
,CANCELAMENTO POR ABANDONO,7,10,16,15,11,12
,Total:,11,13,16,18,14,22
"21103115 - CIÊNCIAS - QUÍMICA (LIC) - M 
(Cajazeiras)",GRADUADO,0,2,1,6,1,4
,Total:,0,2,1,6,1,4
"21103215 - CIÊNCIAS - QUÍMICA (LIC) - N 
(Cajazeiras)",GRADUADO,0,1,0,4,2,4
,Total:,0,1,0,4,2,4
"51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D 
(Cuité)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,0,3
,CANCELAMENTO POR ABANDONO,0,0,0,0,0,1
,Total:,0,0,0,0,0,4
"41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N 
(Patos)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,2,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,0,0,0,1
,CANCELAMENTO POR ABANDONO,0,0,0,0,0,1
,Total:,0,0,0,0,2,3
"51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N 
(Cuité)",CANCELAMENTO POR ABANDONO,0,0,0,0,0,1
,Total:,0,0,0,0,0,1
,,2005.1,2005.2,2006.1,2006.2,2007.1,2007.2
"31360200 - CIÊNCIAS CONTÁBEIS - N 
(Sousa)",CANCELADO NOVO INGRESSO OUTRO CURSO,7,1,2,0,0,1
,CANCELAMENTO POR ABANDONO,0,1,3,2,11,11
,GRADUADO,0,0,0,0,0,19
,TRANSFERIDO PARA OUTRA IES,0,0,0,1,0,0
,Total:,7,2,5,3,11,31
"13304100 - CIÊNCIAS ECONÔMICAS - M 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,1,0,2
,CANCELAMENTO DE MATRICULA ,2,1,6,3,0,3
,CANCELAMENTO P/ MUDANCA CURSO,1,0,0,0,2,1
,CANCELAMENTO POR ABANDONO,11,10,9,11,12,8
,CONCLUIDO - NAO COLOU GRAU,0,0,0,0,1,0
,GRADUADO,10,10,13,8,12,8
,TRANSFERIDO PARA OUTRA IES,1,1,0,0,1,0
,Total:,26,22,28,23,28,23
"13304200 - CIÊNCIAS ECONÔMICAS - N 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,1,2
,CANCELAMENTO DE MATRICULA ,0,0,1,0,0,2
,CANCELAMENTO P/ MUDANCA CURSO,1,0,4,1,2,1
,CANCELAMENTO POR ABANDONO,12,10,14,15,11,15
